geoname_id,continent_code,continent_name,country_iso_code,country_name,subdivision_iso_code,subdivision_name,city_name,metro_code,time_zone
4834157,NA,North America,US,United States,CT,Connecticut,Fairfield,501,America/New_York
4887398,NA,North America,US,United States,IL,Illinois,Chicago,602,America/Chicago
6252001,NA,North America,US,United States,,,,,
4158445,NA,North America,US,United States,FL,Florida,Hernando,539,America/New_York
4700168,NA,North America,US,United States,TX,Texas,Irving,623,America/Chicago
5223006,NA,North America,US,United States,RI,Rhode Island,Kingston,521,America/New_York
4347778,NA,North America,US,United States,MD,Maryland,Baltimore,512,America/New_York
5234372,NA,North America,US,United States,VT,Vermont,Burlington,523,America/New_York
5120095,NA,North America,US,United States,NY,New York,Harrison,501,America/New_York
4945289,NA,North America,US,United States,MA,Massachusetts,Newton Center,506,America/New_York
4942300,NA,North America,US,United States,MA,Massachusetts,Littleton,506,America/New_York
4885164,NA,North America,US,United States,IL,Illinois,Bloomington,675,America/Chicago
5392593,NA,North America,US,United States,CA,California,San Ramon,807,America/Los_Angeles
4890119,NA,North America,US,United States,IL,Illinois,Downers Grove,602,America/Chicago
4508778,NA,North America,US,United States,OH,Ohio,Circleville,535,America/New_York
5380184,NA,North America,US,United States,CA,California,Oxnard,803,America/Los_Angeles
4428667,NA,North America,US,United States,MS,Mississippi,Gulfport,746,America/Chicago
5746545,NA,North America,US,United States,OR,Oregon,Portland,820,America/Los_Angeles
4699066,NA,North America,US,United States,TX,Texas,Houston,618,America/Chicago
5796263,NA,North America,US,United States,WA,Washington,Greenbank,819,America/Los_Angeles
5212853,NA,North America,US,United States,PA,Pennsylvania,Somerset,574,America/New_York
5212198,NA,North America,US,United States,PA,Pennsylvania,Sidman,574,America/New_York
5037649,NA,North America,US,United States,MN,Minnesota,Minneapolis,613,America/Chicago
5089178,NA,North America,US,United States,NH,New Hampshire,Manchester,506,America/New_York
4932214,NA,North America,US,United States,MA,Massachusetts,Canton,506,America/New_York
5110266,NA,North America,US,United States,NY,New York,The Bronx,501,America/New_York
5391959,NA,North America,US,United States,CA,California,San Francisco,807,America/Los_Angeles
4784259,NA,North America,US,United States,VA,Virginia,Saluda,556,America/New_York
5392171,NA,North America,US,United States,CA,California,San Jose,807,America/Los_Angeles
5393015,NA,North America,US,United States,CA,California,Santa Clara,807,America/Los_Angeles
5400075,NA,North America,US,United States,CA,California,Sunnyvale,807,America/Los_Angeles
4140963,NA,North America,US,United States,DC,District of Columbia,Washington,511,America/New_York
5192726,NA,North America,US,United States,PA,Pennsylvania,Harrisburg,566,America/New_York
4787247,NA,North America,US,United States,VA,Virginia,Stafford,511,America/New_York
4775981,NA,North America,US,United States,VA,Virginia,Newington,511,America/New_York
4791160,NA,North America,US,United States,VA,Virginia,Vienna,511,America/New_York
4931972,NA,North America,US,United States,MA,Massachusetts,Cambridge,506,America/New_York
4930956,NA,North America,US,United States,MA,Massachusetts,Boston,506,America/New_York
4951418,NA,North America,US,United States,MA,Massachusetts,South Harwich,506,America/New_York
4956184,NA,North America,US,United States,MA,Massachusetts,Worcester,506,America/New_York
4174757,NA,North America,US,United States,FL,Florida,Tampa,539,America/New_York
4161400,NA,North America,US,United States,FL,Florida,Lake Wales,539,America/New_York
4171563,NA,North America,US,United States,FL,Florida,Saint Petersburg,539,America/New_York
4703811,NA,North America,US,United States,TX,Texas,Kyle,635,America/Chicago
5384170,NA,North America,US,United States,CA,California,Pomona,803,America/Los_Angeles
5340175,NA,North America,US,United States,CA,California,Covina,803,America/Los_Angeles
5793427,NA,North America,US,United States,WA,Washington,Edmonds,819,America/Los_Angeles
5799841,NA,North America,US,United States,WA,Washington,Kirkland,819,America/Los_Angeles
5144336,NA,North America,US,United States,NY,New York,White Plains,501,America/New_York
4562070,NA,North America,US,United States,PA,Pennsylvania,Waynesboro,511,America/New_York
5110629,NA,North America,US,United States,NY,New York,Buffalo,514,America/New_York
5128581,NA,North America,US,United States,NY,New York,New York,501,America/New_York
5103269,NA,North America,US,United States,NJ,New Jersey,Ridgewood,501,America/New_York
5142056,NA,North America,US,United States,NY,New York,Utica,526,America/New_York
5132029,NA,North America,US,United States,NY,New York,Port Washington,501,America/New_York
5148115,NA,North America,US,United States,OH,Ohio,Brecksville,510,America/New_York
5173210,NA,North America,US,United States,OH,Ohio,Streetsboro,510,America/New_York
4835797,NA,North America,US,United States,CT,Connecticut,Hartford,533,America/New_York
4644585,NA,North America,US,United States,TN,Tennessee,Nashville,659,America/Chicago
4752229,NA,North America,US,United States,VA,Virginia,Chester,556,America/New_York
4781708,NA,North America,US,United States,VA,Virginia,Richmond,556,America/New_York
4160021,NA,North America,US,United States,FL,Florida,Jacksonville,561,America/New_York
4160983,NA,North America,US,United States,FL,Florida,Kissimmee,534,America/New_York
4422133,NA,North America,US,United States,MS,Mississippi,Clinton,718,America/Chicago
5419384,NA,North America,US,United States,CO,Colorado,Denver,751,America/Denver
4691930,NA,North America,US,United States,TX,Texas,Fort Worth,623,America/Chicago
5332921,NA,North America,US,United States,CA,California,,,America/Los_Angeles
4736286,NA,North America,US,United States,TX,Texas,,,America/Chicago
4419290,NA,North America,US,United States,MS,Mississippi,Brandon,718,America/Chicago
5097315,NA,North America,US,United States,NJ,New Jersey,Dover,501,America/New_York
7259104,NA,North America,US,United States,NJ,New Jersey,Union Township,501,America/New_York
5202938,NA,North America,US,United States,PA,Pennsylvania,Nazareth,504,America/New_York
5102685,NA,North America,US,United States,NJ,New Jersey,Pine Brook,501,America/New_York
7257830,NA,North America,US,United States,NJ,New Jersey,Edison,501,America/New_York
5386834,NA,North America,US,United States,CA,California,Redwood City,807,America/Los_Angeles
5412199,NA,North America,US,United States,CO,Colorado,Arvada,751,America/Denver
4172131,NA,North America,US,United States,FL,Florida,Sarasota,539,America/New_York
4485305,NA,North America,US,United States,NC,North Carolina,Pineville,517,America/New_York
4169060,NA,North America,US,United States,FL,Florida,Ponte Vedra Beach,561,America/New_York
4431410,NA,North America,US,United States,MS,Mississippi,Jackson,718,America/Chicago
4713735,NA,North America,US,United States,TX,Texas,Nacogdoches,709,America/Chicago
4737094,NA,North America,US,United States,TX,Texas,Tomball,618,America/Chicago
4710178,NA,North America,US,United States,TX,Texas,McKinney,623,America/Chicago
4119403,NA,North America,US,United States,AR,Arkansas,Little Rock,693,America/Chicago
4684888,NA,North America,US,United States,TX,Texas,Dallas,623,America/Chicago
4357168,NA,North America,US,United States,MD,Maryland,Halethorpe,512,America/New_York
4352539,NA,North America,US,United States,MD,Maryland,Crofton,512,America/New_York
4904056,NA,North America,US,United States,IL,Illinois,Northbrook,602,America/Chicago
4905211,NA,North America,US,United States,IL,Illinois,Palatine,602,America/Chicago
4896861,NA,North America,US,United States,IL,Illinois,,,America/Chicago
5128514,NA,North America,US,United States,NY,New York,New Hyde Park,501,America/New_York
5308655,NA,North America,US,United States,AZ,Arizona,Phoenix,753,America/Phoenix
5003956,NA,North America,US,United States,MI,Michigan,Northville,505,America/Detroit
4407066,NA,North America,US,United States,MO,Missouri,St Louis,609,America/Chicago
5427771,NA,North America,US,United States,CO,Colorado,Lafayette,751,America/Denver
5416329,NA,North America,US,United States,CO,Colorado,Castle Rock,751,America/Denver
5583509,NA,North America,US,United States,CO,Colorado,Windsor,751,America/Denver
4143319,NA,North America,US,United States,DE,Delaware,Laurel,576,America/New_York
5184966,NA,North America,US,United States,PA,Pennsylvania,Collegeville,504,America/New_York
5174550,NA,North America,US,United States,OH,Ohio,Twinsburg,510,America/New_York
5118476,NA,North America,US,United States,NY,New York,Getzville,514,America/New_York
5168025,NA,North America,US,United States,OH,Ohio,Richfield,510,America/New_York
5134086,NA,North America,US,United States,NY,New York,Rochester,538,America/New_York
4770714,NA,North America,US,United States,VA,Virginia,Lorton,511,America/New_York
4771401,NA,North America,US,United States,VA,Virginia,Manassas,511,America/New_York
4791259,NA,North America,US,United States,VA,Virginia,Virginia Beach,544,America/New_York
4372599,NA,North America,US,United States,MD,Maryland,Waldorf,511,America/New_York
4744870,NA,North America,US,United States,VA,Virginia,Ashburn,511,America/New_York
5809844,NA,North America,US,United States,WA,Washington,Seattle,819,America/Los_Angeles
4794457,NA,North America,US,United States,VA,Virginia,Woodbridge,511,America/New_York
7259118,NA,North America,US,United States,NJ,New Jersey,Verona,501,America/New_York
5233384,NA,North America,US,United States,VT,Vermont,Bakersfield,523,America/New_York
5211303,NA,North America,US,United States,PA,Pennsylvania,Scranton,577,America/New_York
5387877,NA,North America,US,United States,CA,California,Riverside,803,America/Los_Angeles
5351549,NA,North America,US,United States,CA,California,Gardena,803,America/Los_Angeles
5325738,NA,North America,US,United States,CA,California,Bakersfield,800,America/Los_Angeles
5349755,NA,North America,US,United States,CA,California,Fontana,803,America/Los_Angeles
5368361,NA,North America,US,United States,CA,California,Los Angeles,803,America/Los_Angeles
5389489,NA,North America,US,United States,CA,California,Sacramento,862,America/Los_Angeles
4675577,NA,North America,US,United States,TX,Texas,Bonham,623,America/Chicago
4702828,NA,North America,US,United States,TX,Texas,Keller,623,America/Chicago
4167147,NA,North America,US,United States,FL,Florida,Orlando,534,America/New_York
4161580,NA,North America,US,United States,FL,Florida,Largo,539,America/New_York
4671654,NA,North America,US,United States,TX,Texas,Austin,635,America/Chicago
4180439,NA,North America,US,United States,GA,Georgia,Atlanta,524,America/New_York
4784112,NA,North America,US,United States,VA,Virginia,Salem,573,America/New_York
4224681,NA,North America,US,United States,GA,Georgia,Stockbridge,524,America/New_York
5101327,NA,North America,US,United States,NJ,New Jersey,Monroe Township,501,America/New_York
5100280,NA,North America,US,United States,NJ,New Jersey,Lakewood,501,America/New_York
5391811,NA,North America,US,United States,CA,California,San Diego,825,America/Los_Angeles
5398277,NA,North America,US,United States,CA,California,Spring Valley,825,America/Los_Angeles
5387152,NA,North America,US,United States,CA,California,Reseda,803,America/Los_Angeles
4904277,NA,North America,US,United States,IL,Illinois,Oak Brook,602,America/Chicago
5004062,NA,North America,US,United States,MI,Michigan,Novi,505,America/Detroit
4164138,NA,North America,US,United States,FL,Florida,Miami,528,America/New_York
4155966,NA,North America,US,United States,FL,Florida,Fort Lauderdale,528,America/New_York
5429032,NA,North America,US,United States,CO,Colorado,Littleton,751,America/Denver
4492722,NA,North America,US,United States,NC,North Carolina,Southern Pines,560,America/New_York
5191677,NA,North America,US,United States,PA,Pennsylvania,Grantville,566,America/New_York
5194099,NA,North America,US,United States,PA,Pennsylvania,Honesdale,577,America/New_York
4560349,NA,North America,US,United States,PA,Pennsylvania,Philadelphia,504,America/New_York
4557247,NA,North America,US,United States,PA,Pennsylvania,Coatesville,504,America/New_York
4203696,NA,North America,US,United States,GA,Georgia,Kennesaw,524,America/New_York
5379439,NA,North America,US,United States,CA,California,Ontario,803,America/Los_Angeles
5376824,NA,North America,US,United States,CA,California,Newbury Park,803,America/Los_Angeles
5359777,NA,North America,US,United States,CA,California,Irvine,803,America/Los_Angeles
5408395,NA,North America,US,United States,CA,California,Westlake Village,803,America/Los_Angeles
5370082,NA,North America,US,United States,CA,California,Manhattan Beach,803,America/Los_Angeles
5392423,NA,North America,US,United States,CA,California,San Mateo,807,America/Los_Angeles
4321005,NA,North America,US,United States,LA,Louisiana,Covington,622,America/Chicago
4689550,NA,North America,US,United States,TX,Texas,Euless,623,America/Chicago
4281730,NA,North America,US,United States,KS,Kansas,Wichita,678,America/Chicago
4678858,NA,North America,US,United States,TX,Texas,Canton,623,America/Chicago
4335045,NA,North America,US,United States,LA,Louisiana,New Orleans,622,America/Chicago
4693003,NA,North America,US,United States,TX,Texas,Garland,623,America/Chicago
5132143,NA,North America,US,United States,NY,New York,Poughkeepsie,501,America/New_York
4772566,NA,North America,US,United States,VA,Virginia,Mechanicsville,556,America/New_York
4787534,NA,North America,US,United States,VA,Virginia,Sterling,511,America/New_York
4371053,NA,North America,US,United States,MD,Maryland,Temple Hills,511,America/New_York
4761054,NA,North America,US,United States,VA,Virginia,Glen Allen,556,America/New_York
5030670,NA,North America,US,United States,MN,Minnesota,Hopkins,613,America/Chicago
5279468,NA,North America,US,United States,WI,Wisconsin,,,America/Chicago
5102427,NA,North America,US,United States,NJ,New Jersey,Parsippany,501,America/New_York
5099836,NA,North America,US,United States,NJ,New Jersey,Jersey City,501,America/New_York
5106014,NA,North America,US,United States,NJ,New Jersey,Wanaque,501,America/New_York
5106365,NA,North America,US,United States,NJ,New Jersey,Whippany,501,America/New_York
5815135,NA,North America,US,United States,WA,Washington,,,America/Los_Angeles
5787829,NA,North America,US,United States,WA,Washington,Bothell,819,America/Los_Angeles
5373121,NA,North America,US,United States,CA,California,Mill Valley,807,America/Los_Angeles
5378538,NA,North America,US,United States,CA,California,Oakland,807,America/Los_Angeles
5183161,NA,North America,US,United States,PA,Pennsylvania,Canonsburg,508,America/New_York
4509177,NA,North America,US,United States,OH,Ohio,Columbus,535,America/New_York
4903279,NA,North America,US,United States,IL,Illinois,Naperville,602,America/Chicago
5101312,NA,North America,US,United States,NJ,New Jersey,Monmouth Junction,501,America/New_York
5196220,NA,North America,US,United States,PA,Pennsylvania,King of Prussia,504,America/New_York
5215715,NA,North America,US,United States,PA,Pennsylvania,Tipton,574,America/New_York
5105496,NA,North America,US,United States,NJ,New Jersey,Trenton,504,America/New_York
5404915,NA,North America,US,United States,CA,California,Upland,803,America/Los_Angeles
5393212,NA,North America,US,United States,CA,California,Santa Monica,803,America/Los_Angeles
5354819,NA,North America,US,United States,CA,California,Hacienda Heights,803,America/Los_Angeles
5160622,NA,North America,US,United States,OH,Ohio,Lewis Center,535,America/New_York
4831725,NA,North America,US,United States,CT,Connecticut,,,America/New_York
4744091,NA,North America,US,United States,VA,Virginia,Alexandria,511,America/New_York
4758023,NA,North America,US,United States,VA,Virginia,Fairfax,511,America/New_York
4355585,NA,North America,US,United States,MD,Maryland,Frederick,511,America/New_York
4756643,NA,North America,US,United States,VA,Virginia,Dumfries,511,America/New_York
4460243,NA,North America,US,United States,NC,North Carolina,Charlotte,517,America/New_York
4148708,NA,North America,US,United States,FL,Florida,Bradenton,539,America/New_York
4313697,NA,North America,US,United States,KY,Kentucky,Winchester,541,America/New_York
4830198,NA,North America,US,United States,AL,Alabama,Anniston,630,America/Chicago
4699442,NA,North America,US,United States,TX,Texas,Humble,618,America/Chicago
4724129,NA,North America,US,United States,TX,Texas,Round Rock,635,America/Chicago
4702732,NA,North America,US,United States,TX,Texas,Katy,618,America/Chicago
5423294,NA,North America,US,United States,CO,Colorado,Golden,751,America/Denver
5417598,NA,North America,US,United States,CO,Colorado,Colorado Springs,752,America/Denver
5239281,NA,North America,US,United States,VT,Vermont,Northfield,523,America/New_York
5126630,NA,North America,US,United States,NY,New York,Merrick,501,America/New_York
5103256,NA,North America,US,United States,NJ,New Jersey,Ridgefield Park,501,America/New_York
4166253,NA,North America,US,United States,FL,Florida,North Palm Beach,548,America/New_York
4148411,NA,North America,US,United States,FL,Florida,Boca Raton,548,America/New_York
5099025,NA,North America,US,United States,NJ,New Jersey,High Bridge,501,America/New_York
5102713,NA,North America,US,United States,NJ,New Jersey,Piscataway,501,America/New_York
5099079,NA,North America,US,United States,NJ,New Jersey,Hillsborough,501,America/New_York
5358705,NA,North America,US,United States,CA,California,Huntington Beach,803,America/Los_Angeles
5410902,NA,North America,US,United States,CA,California,Yorba Linda,803,America/Los_Angeles
5317058,NA,North America,US,United States,AZ,Arizona,Tempe,753,America/Phoenix
5344147,NA,North America,US,United States,CA,California,Duarte,803,America/Los_Angeles
5378771,NA,North America,US,United States,CA,California,Oceanside,825,America/Los_Angeles
5350207,NA,North America,US,United States,CA,California,Fountain Valley,803,America/Los_Angeles
5570160,NA,North America,US,United States,CA,California,Redding,868,America/Los_Angeles
4351871,NA,North America,US,United States,MD,Maryland,Clinton,511,America/New_York
4464368,NA,North America,US,United States,NC,North Carolina,Durham,560,America/New_York
4261039,NA,North America,US,United States,IN,Indiana,Marysville,529,America/Kentucky/Louisville
5192907,NA,North America,US,United States,PA,Pennsylvania,Haverford,504,America/New_York
5125125,NA,North America,US,United States,NY,New York,Long Island City,501,America/New_York
4705692,NA,North America,US,United States,TX,Texas,League City,618,America/Chicago
4997384,NA,North America,US,United States,MI,Michigan,Jackson,551,America/Detroit
4985744,NA,North America,US,United States,MI,Michigan,Berkley,505,America/Detroit
4719457,NA,North America,US,United States,TX,Texas,Plano,623,America/Chicago
4636463,NA,North America,US,United States,TN,Tennessee,Lexington,639,America/Chicago
4671576,NA,North America,US,United States,TX,Texas,Atlanta,612,America/Chicago
4931353,NA,North America,US,United States,MA,Massachusetts,Brighton,506,America/New_York
4954265,NA,North America,US,United States,MA,Massachusetts,Wakefield,506,America/New_York
4832176,NA,North America,US,United States,MA,Massachusetts,East Falmouth,506,America/New_York
4770766,NA,North America,US,United States,VA,Virginia,Louisa,556,America/New_York
4355843,NA,North America,US,United States,MD,Maryland,Gaithersburg,511,America/New_York
4744905,NA,North America,US,United States,VA,Virginia,Ashland,556,America/New_York
4352053,NA,North America,US,United States,MD,Maryland,Columbia,512,America/New_York
4372183,NA,North America,US,United States,MD,Maryland,Upper Marlboro,511,America/New_York
4167348,NA,North America,US,United States,FL,Florida,Oviedo,534,America/New_York
4049979,NA,North America,US,United States,AL,Alabama,Birmingham,630,America/Chicago
4174715,NA,North America,US,United States,FL,Florida,Tallahassee,530,America/New_York
5404119,NA,North America,US,United States,CA,California,Tustin,803,America/Los_Angeles
4225309,NA,North America,US,United States,GA,Georgia,Suwanee,524,America/New_York
4169014,NA,North America,US,United States,FL,Florida,Pompano Beach,528,America/New_York
4694568,NA,North America,US,United States,TX,Texas,Grapevine,623,America/Chicago
5206379,NA,North America,US,United States,PA,Pennsylvania,Pittsburgh,508,America/New_York
5182534,NA,North America,US,United States,PA,Pennsylvania,Butler,508,America/New_York
5781770,NA,North America,US,United States,UT,Utah,South Jordan,770,America/Denver
4890925,NA,North America,US,United States,IL,Illinois,Elk Grove Village,602,America/Chicago
5263045,NA,North America,US,United States,WI,Wisconsin,Milwaukee,617,America/Chicago
5148028,NA,North America,US,United States,OH,Ohio,Bradford,542,America/New_York
4914830,NA,North America,US,United States,IL,Illinois,Villa Park,602,America/Chicago
7259028,NA,North America,US,United States,NJ,New Jersey,Springfield Township,501,America/New_York
5104784,NA,North America,US,United States,NJ,New Jersey,South Amboy,501,America/New_York
5395754,NA,North America,US,United States,CA,California,Signal Hill,803,America/Los_Angeles
5409802,NA,North America,US,United States,CA,California,Wilmington,803,America/Los_Angeles
5376890,NA,North America,US,United States,CA,California,Newport Beach,803,America/Los_Angeles
5506956,NA,North America,US,United States,NV,Nevada,Las Vegas,839,America/Los_Angeles
4779999,NA,North America,US,United States,VA,Virginia,Portsmouth,544,America/New_York
4772943,NA,North America,US,United States,VA,Virginia,Midlothian,556,America/New_York
4367175,NA,North America,US,United States,MD,Maryland,Rockville,511,America/New_York
4776024,NA,North America,US,United States,VA,Virginia,Newport News,544,America/New_York
5097529,NA,North America,US,United States,NJ,New Jersey,Edison,501,America/New_York
5130708,NA,North America,US,United States,NY,New York,Paul Smiths,523,America/New_York
5113681,NA,North America,US,United States,NY,New York,Copenhagen,549,America/New_York
4715292,NA,North America,US,United States,TX,Texas,North Richland Hills,623,America/Chicago
4679803,NA,North America,US,United States,TX,Texas,Cedar Hill,623,America/Chicago
4503106,NA,North America,US,United States,NJ,New Jersey,Moorestown Township,504,America/New_York
4699540,NA,North America,US,United States,TX,Texas,Huntsville,618,America/Chicago
4466033,NA,North America,US,United States,NC,North Carolina,Fayetteville,560,America/New_York
4369596,NA,North America,US,United States,MD,Maryland,Silver Spring,511,America/New_York
4752186,NA,North America,US,United States,VA,Virginia,Chesapeake,544,America/New_York
4487042,NA,North America,US,United States,NC,North Carolina,Raleigh,560,America/New_York
4744709,NA,North America,US,United States,VA,Virginia,Arlington,511,America/New_York
4489048,NA,North America,US,United States,NC,North Carolina,Rougemont,560,America/New_York
4744468,NA,North America,US,United States,VA,Virginia,Annandale,511,America/New_York
4212888,NA,North America,US,United States,GA,Georgia,Norcross,524,America/New_York
4628735,NA,North America,US,United States,TN,Tennessee,Hendersonville,659,America/Chicago
6254928,NA,North America,US,United States,VA,Virginia,,,America/New_York
5186267,NA,North America,US,United States,PA,Pennsylvania,Dalton,577,America/New_York
5110302,NA,North America,US,United States,NY,New York,Brooklyn,501,America/New_York
4891010,NA,North America,US,United States,IL,Illinois,Elmhurst,602,America/Chicago
4265737,NA,North America,US,United States,IN,Indiana,Terre Haute,581,America/Indiana/Indianapolis
4897116,NA,North America,US,United States,IL,Illinois,Ingleside,602,America/Chicago
4990729,NA,North America,US,United States,MI,Michigan,Detroit,505,America/Detroit
4315588,NA,North America,US,United States,LA,Louisiana,Baton Rouge,716,America/Chicago
5408076,NA,North America,US,United States,CA,California,West Hollywood,803,America/Los_Angeles
4262045,NA,North America,US,United States,IN,Indiana,New Albany,529,America/Kentucky/Louisville
4299276,NA,North America,US,United States,KY,Kentucky,Louisville,529,America/Kentucky/Louisville
4322034,NA,North America,US,United States,LA,Louisiana,Destrehan,622,America/Chicago
4903780,NA,North America,US,United States,IL,Illinois,Normal,675,America/Chicago
5000306,NA,North America,US,United States,MI,Michigan,Ludington,540,America/Detroit
4178972,NA,North America,US,United States,FL,Florida,Zolfo Springs,539,America/New_York
4178941,NA,North America,US,United States,FL,Florida,Zephyrhills,539,America/New_York
4148659,NA,North America,US,United States,FL,Florida,Bowling Green,539,America/New_York
4683217,NA,North America,US,United States,TX,Texas,Coppell,623,America/Chicago
4929055,NA,North America,US,United States,MA,Massachusetts,Andover,506,America/New_York
4932957,NA,North America,US,United States,MA,Massachusetts,Chestnut Hill,506,America/New_York
4934664,NA,North America,US,United States,MA,Massachusetts,Dedham,506,America/New_York
4955149,NA,North America,US,United States,MA,Massachusetts,Westborough,506,America/New_York
4259640,NA,North America,US,United States,IN,Indiana,Jasper,649,America/Indiana/Vincennes
5178127,NA,North America,US,United States,PA,Pennsylvania,Allentown,504,America/New_York
5192029,NA,North America,US,United States,PA,Pennsylvania,Greensburg,508,America/New_York
5241248,NA,North America,US,United States,VT,Vermont,South Burlington,523,America/New_York
5203211,NA,North America,US,United States,PA,Pennsylvania,New Kensington,508,America/New_York
5218004,NA,North America,US,United States,PA,Pennsylvania,Warrendale,508,America/New_York
4781530,NA,North America,US,United States,VA,Virginia,Reston,511,America/New_York
5206361,NA,North America,US,United States,PA,Pennsylvania,Pitcairn,508,America/New_York
4558475,NA,North America,US,United States,PA,Pennsylvania,Hanover,566,America/New_York
5187508,NA,North America,US,United States,PA,Pennsylvania,Duncansville,574,America/New_York
6254927,NA,North America,US,United States,PA,Pennsylvania,,,America/New_York
5421250,NA,North America,US,United States,CO,Colorado,Englewood,751,America/Denver
5574991,NA,North America,US,United States,CO,Colorado,Boulder,751,America/Denver
5417618,NA,North America,US,United States,CO,Colorado,,,America/Denver
5415035,NA,North America,US,United States,CO,Colorado,Broomfield,751,America/Denver
5821086,NA,North America,US,United States,WY,Wyoming,Cheyenne,759,America/Denver
5373900,NA,North America,US,United States,CA,California,Modesto,862,America/Los_Angeles
4273857,NA,North America,US,United States,KS,Kansas,,,America/Chicago
5844096,NA,North America,US,United States,UT,Utah,American Fork,770,America/Denver
4151441,NA,North America,US,United States,FL,Florida,Cocoa Beach,534,America/New_York
4161422,NA,North America,US,United States,FL,Florida,Lake Worth,548,America/New_York
4931482,NA,North America,US,United States,MA,Massachusetts,Brookline,506,America/New_York
4973259,NA,North America,US,United States,ME,Maine,New Gloucester,500,America/New_York
4941720,NA,North America,US,United States,MA,Massachusetts,Lawrence,506,America/New_York
4955544,NA,North America,US,United States,MA,Massachusetts,Whitman,506,America/New_York
4945507,NA,North America,US,United States,MA,Massachusetts,North Attleboro,521,America/New_York
4998587,NA,North America,US,United States,MI,Michigan,Lake Orion,505,America/Detroit
4999837,NA,North America,US,United States,MI,Michigan,Livonia,505,America/Detroit
4986429,NA,North America,US,United States,MI,Michigan,Bloomfield Hills,505,America/Detroit
5174035,NA,North America,US,United States,OH,Ohio,Toledo,547,America/New_York
5304391,NA,North America,US,United States,AZ,Arizona,Mesa,753,America/Phoenix
5296391,NA,North America,US,United States,AZ,Arizona,Grand Canyon,753,America/Phoenix
5406602,NA,North America,US,United States,CA,California,Vista,825,America/Los_Angeles
5346827,NA,North America,US,United States,CA,California,Escondido,825,America/Los_Angeles
5385793,NA,North America,US,United States,CA,California,Ramona,825,America/Los_Angeles
5392281,NA,North America,US,United States,CA,California,San Lorenzo,807,America/Los_Angeles
5808189,NA,North America,US,United States,WA,Washington,Renton,819,America/Los_Angeles
5814647,NA,North America,US,United States,WA,Washington,Vashon,819,America/Los_Angeles
5808079,NA,North America,US,United States,WA,Washington,Redmond,819,America/Los_Angeles
5785965,NA,North America,US,United States,WA,Washington,Auburn,819,America/Los_Angeles
4386381,NA,North America,US,United States,MO,Missouri,Fenton,609,America/Chicago
4165869,NA,North America,US,United States,FL,Florida,New Port Richey,539,America/New_York
4178552,NA,North America,US,United States,FL,Florida,Winter Haven,539,America/New_York
5381615,NA,North America,US,United States,CA,California,Pauma Valley,825,America/Los_Angeles
5168491,NA,North America,US,United States,OH,Ohio,Rocky River,510,America/New_York
5150529,NA,North America,US,United States,OH,Ohio,Cleveland,510,America/New_York
5349705,NA,North America,US,United States,CA,California,Folsom,862,America/Los_Angeles
5515507,NA,North America,US,United States,NV,Nevada,Yerington,811,America/Los_Angeles
5511077,NA,North America,US,United States,NV,Nevada,Reno,811,America/Los_Angeles
4623560,NA,North America,US,United States,TN,Tennessee,Franklin,659,America/Chicago
4751935,NA,North America,US,United States,VA,Virginia,Chantilly,511,America/New_York
5379566,NA,North America,US,United States,CA,California,Orangevale,862,America/Los_Angeles
5183803,NA,North America,US,United States,PA,Pennsylvania,Chalfont,504,America/New_York
4422442,NA,North America,US,United States,MS,Mississippi,Columbus,673,America/Chicago
4231874,NA,North America,US,United States,GA,Georgia,Woodstock,524,America/New_York
4188985,NA,North America,US,United States,GA,Georgia,Columbus,522,America/New_York
4843564,NA,North America,US,United States,CT,Connecticut,Stamford,501,America/New_York
5103116,NA,North America,US,United States,NJ,New Jersey,Raritan,501,America/New_York
4885955,NA,North America,US,United States,IL,Illinois,Buffalo Grove,602,America/Chicago
4889772,NA,North America,US,United States,IL,Illinois,Des Plaines,602,America/Chicago
4672731,NA,North America,US,United States,TX,Texas,Baytown,618,America/Chicago
4508722,NA,North America,US,United States,OH,Ohio,Cincinnati,515,America/New_York
5388867,NA,North America,US,United States,CA,California,Rosemead,803,America/Los_Angeles
5381396,NA,North America,US,United States,CA,California,Pasadena,803,America/Los_Angeles
5365603,NA,North America,US,United States,CA,California,Lawndale,803,America/Los_Angeles
5399901,NA,North America,US,United States,CA,California,Sun City,803,America/Los_Angeles
5045360,NA,North America,US,United States,MN,Minnesota,Saint Paul,613,America/Chicago
5265702,NA,North America,US,United States,WI,Wisconsin,Onalaska,702,America/Chicago
5037779,NA,North America,US,United States,MN,Minnesota,,,America/Chicago
5775782,NA,North America,US,United States,UT,Utah,Herriman,770,America/Denver
4158928,NA,North America,US,United States,FL,Florida,Hollywood,528,America/New_York
4151440,NA,North America,US,United States,FL,Florida,Cocoa,534,America/New_York
4165503,NA,North America,US,United States,FL,Florida,Myakka City,539,America/New_York
4724194,NA,North America,US,United States,TX,Texas,Rowlett,623,America/Chicago
4682032,NA,North America,US,United States,TX,Texas,Cleveland,618,America/Chicago
4272788,NA,North America,US,United States,KS,Kansas,Haysville,678,America/Chicago
4712033,NA,North America,US,United States,TX,Texas,Montgomery,618,America/Chicago
4143658,NA,North America,US,United States,DE,Delaware,Milford,576,America/New_York
5180225,NA,North America,US,United States,PA,Pennsylvania,Bethlehem,504,America/New_York
4751839,NA,North America,US,United States,VA,Virginia,Centreville,511,America/New_York
